,0
384,0.8958333333333334
385,0.8750000000000001
386,0.8750000000000001
387,0.8750000000000001
388,0.8750000000000001
389,0.6666666666666667
390,0.7291666666666667
391,0.8333333333333334
392,0.9166666666666667
393,0.9166666666666667
394,0.8541666666666667
395,0.8333333333333334
396,0.8541666666666667
397,0.7916666666666667
398,0.625
399,0.625
400,0.625
401,0.625
402,0.625
403,0.8333333333333334
404,0.8333333333333334
405,0.8750000000000001
406,0.8750000000000001
407,0.8750000000000001
408,0.8750000000000001
409,0.8541666666666667
410,0.8541666666666667
411,0.8541666666666667
412,0.8541666666666667
413,0.75
414,0.6666666666666667
415,0.8750000000000001
416,0.9166666666666667
417,0.7916666666666667
418,0.625
419,0.5833333333333334
420,0.5833333333333334
421,0.7083333333333334
422,0.7083333333333334
423,0.7083333333333334
424,0.7083333333333334
425,0.7083333333333334
426,0.7083333333333334
427,0.7083333333333334
428,0.6041666666666667
429,0.7291666666666667
430,0.7291666666666667
431,0.7291666666666667
432,0.5208333333333334
433,0.5208333333333334
434,0.5625
435,0.5625
436,0.6041666666666667
437,0.5833333333333334
438,0.45833333333333337
439,0.7083333333333334
440,0.7083333333333334
441,0.7083333333333334
442,0.5833333333333334
443,0.5416666666666667
444,0.5416666666666667
445,0.625
446,0.625
447,0.625
448,0.625
449,0.625
450,0.7083333333333334
451,0.7083333333333334
452,0.7083333333333334
453,0.75
454,0.8541666666666667
455,0.8750000000000001
456,0.8750000000000001
457,0.8541666666666667
458,0.8541666666666667
459,0.8541666666666667
460,0.8541666666666667
461,0.8541666666666667
462,0.8750000000000001
463,0.8750000000000001
464,0.8750000000000001
465,0.8750000000000001
466,0.8750000000000001
467,0.8750000000000001
468,0.8750000000000001
469,0.8333333333333334
470,0.8333333333333334
471,0.8333333333333334
472,0.8333333333333334
473,0.8333333333333334
474,0.9166666666666667
475,0.9375000000000001
476,0.8958333333333334
477,0.8333333333333334
478,0.6666666666666667
479,0.6666666666666667
480,0.6666666666666667
481,0.6666666666666667
482,0.6666666666666667
483,0.6666666666666667
484,0.6666666666666667
485,0.5625
486,0.5625
487,0.75
488,0.75
489,0.75
490,0.7083333333333334
491,0.6041666666666667
492,0.5833333333333334
493,0.6041666666666667
494,0.625
495,0.625
496,0.5833333333333334
497,0.5833333333333334
498,0.6041666666666667
499,0.625
500,0.625
501,0.5833333333333334
502,0.5833333333333334
503,0.5833333333333334
504,0.5833333333333334
505,0.5833333333333334
506,0.5833333333333334
507,0.5833333333333334
508,0.5833333333333334
509,0.5833333333333334
510,0.5833333333333334
511,0.8333333333333334
512,0.8333333333333334
513,0.8333333333333334
514,0.7083333333333334
515,0.625
516,0.625
517,0.6875
518,0.7916666666666667
519,0.8333333333333334
520,0.8958333333333334
521,0.8958333333333334
522,0.9375000000000001
523,0.9375000000000001
524,0.9791666666666667
525,0.8958333333333334
526,0.8541666666666667
527,0.8333333333333334
528,0.8541666666666667
529,0.8541666666666667
530,0.8333333333333334
531,0.8333333333333334
532,0.7916666666666667
533,0.8333333333333334
534,0.8333333333333334
535,0.9166666666666667
536,0.9166666666666667
537,0.9166666666666667
538,0.8333333333333334
539,0.8333333333333334
540,0.8333333333333334
541,0.5833333333333334
542,0.5833333333333334
543,0.5833333333333334
544,0.5833333333333334
545,0.5833333333333334
546,0.5833333333333334
547,0.5833333333333334
548,0.5833333333333334
549,0.5833333333333334
550,0.5833333333333334
551,0.5833333333333334
552,0.5833333333333334
553,0.6666666666666667
554,0.6666666666666667
555,0.6666666666666667
556,0.6666666666666667
557,0.6666666666666667
558,0.6666666666666667
559,0.7083333333333334
560,0.7083333333333334
561,0.7083333333333334
562,0.7083333333333334
563,0.7083333333333334
564,0.7083333333333334
565,0.7083333333333334
566,0.7083333333333334
567,0.5
568,0.5
569,0.5
570,0.5
571,0.5
572,0.5208333333333334
573,0.5208333333333334
574,0.5208333333333334
575,0.5833333333333334
576,0.5833333333333334
577,0.5833333333333334
578,0.5208333333333334
579,0.5208333333333334
580,0.5625
581,0.5625
582,0.625
583,0.75
584,0.75
585,0.75
586,0.75
587,0.7083333333333334
588,0.6666666666666667
589,0.5833333333333334
590,0.5
591,0.5
592,0.5
593,0.625
594,0.7916666666666667
595,0.9166666666666667
596,0.9166666666666667
597,0.9166666666666667
598,0.9166666666666667
599,0.9166666666666667
600,0.9166666666666667
601,0.9166666666666667
602,0.8333333333333334
603,0.8333333333333334
604,0.8333333333333334
605,0.8333333333333334
606,0.8333333333333334
607,0.9166666666666667
608,0.9166666666666667
609,0.9166666666666667
610,0.9166666666666667
611,0.8750000000000001
612,0.6666666666666667
613,0.6666666666666667
614,0.6666666666666667
615,0.6666666666666667
616,0.6666666666666667
617,0.6666666666666667
618,0.7291666666666667
619,0.7291666666666667
620,0.7708333333333334
621,0.7708333333333334
622,0.7708333333333334
623,0.7708333333333334
624,0.5833333333333334
625,0.5833333333333334
626,0.5833333333333334
627,0.5833333333333334
628,0.5833333333333334
629,0.5833333333333334
630,0.5833333333333334
631,0.8750000000000001
632,0.8750000000000001
633,0.8750000000000001
634,0.5833333333333334
635,0.5416666666666667
636,0.5416666666666667
637,0.5416666666666667
638,0.5416666666666667
639,0.6666666666666667
640,0.7083333333333334
641,0.7083333333333334
642,0.75
643,0.75
644,0.7916666666666667
645,0.7083333333333334
646,0.7083333333333334
647,0.7083333333333334
648,0.7083333333333334
649,0.7083333333333334
650,0.625
651,0.625
652,0.5416666666666667
653,0.5416666666666667
654,0.5416666666666667
655,0.8333333333333334
656,0.8333333333333334
657,0.8333333333333334
658,0.5416666666666667
659,0.5416666666666667
660,0.5416666666666667
661,0.5416666666666667
662,0.625
663,0.7083333333333334
664,0.7083333333333334
665,0.7083333333333334
666,0.7083333333333334
667,0.7291666666666667
668,0.7291666666666667
669,0.7291666666666667
670,0.8958333333333334
671,0.8958333333333334
672,0.8958333333333334
673,0.9791666666666667
674,0.9791666666666667
675,0.9583333333333334
676,0.9375000000000001
677,0.9375000000000001
678,0.9375000000000001
679,0.9166666666666667
680,0.9166666666666667
681,0.9583333333333334
682,0.9583333333333334
683,0.9583333333333334
684,0.9583333333333334
685,0.9583333333333334
686,0.9583333333333334
687,0.9583333333333334
688,0.9583333333333334
689,0.9583333333333334
690,0.8333333333333334
691,0.8333333333333334
692,0.8333333333333334
693,0.8333333333333334
694,0.8333333333333334
695,0.8750000000000001
696,0.9166666666666667
697,0.9583333333333334
698,0.9583333333333334
699,0.9583333333333334
700,0.9583333333333334
701,0.9583333333333334
702,0.9583333333333334
703,0.9583333333333334
704,0.9583333333333334
705,0.9583333333333334
706,0.9166666666666667
707,0.8333333333333334
708,0.7916666666666667
709,0.7083333333333334
710,0.7083333333333334
711,0.7916666666666667
712,0.8333333333333334
713,0.8333333333333334
714,0.9375000000000001
715,0.9166666666666667
716,0.9166666666666667
717,0.9166666666666667
718,0.8333333333333334
719,0.8333333333333334
720,0.8333333333333334
721,0.8750000000000001
722,0.8750000000000001
723,0.8750000000000001
724,0.8541666666666667
725,0.8333333333333334
726,0.8333333333333334
727,0.8750000000000001
728,0.8750000000000001
729,0.8750000000000001
730,0.8750000000000001
731,0.8750000000000001
732,0.8750000000000001
733,0.8541666666666667
734,0.8750000000000001
735,0.8333333333333334
736,0.75
737,0.6041666666666667
738,0.75
739,0.8333333333333334
740,0.9166666666666667
741,0.9166666666666667
742,0.9166666666666667
743,0.9166666666666667
744,0.9166666666666667
745,0.9166666666666667
746,0.8333333333333334
747,0.8333333333333334
748,0.8333333333333334
749,0.8333333333333334
750,0.8333333333333334
751,0.9166666666666667
752,0.9166666666666667
753,0.9166666666666667
754,0.8958333333333334
755,0.8958333333333334
756,0.8958333333333334
757,0.8541666666666667
758,0.8333333333333334
759,0.8333333333333334
760,0.8333333333333334
761,0.8541666666666667
762,0.8750000000000001
763,0.8750000000000001
764,0.9166666666666667
765,0.6458333333333334
766,0.8333333333333334
767,0.8333333333333334
768,0.8541666666666667
769,0.8750000000000001
770,0.8750000000000001
771,0.8750000000000001
772,0.8125
773,0.8333333333333334
774,0.8333333333333334
775,0.9166666666666667
776,0.9375000000000001
777,0.9375000000000001
778,0.8541666666666667
779,0.8541666666666667
780,0.8541666666666667
781,0.8958333333333334
782,0.8541666666666667
783,0.8541666666666667
784,0.8333333333333334
785,0.8125
786,0.8541666666666667
787,0.8333333333333334
788,0.8333333333333334
789,0.8333333333333334
790,0.8333333333333334
791,0.8958333333333334
792,0.8958333333333334
793,0.8958333333333334
794,0.8958333333333334
795,0.8958333333333334
796,0.8333333333333334
797,0.6875
798,0.6875
799,0.9166666666666667
800,0.9166666666666667
801,0.9166666666666667
802,0.8541666666666667
803,0.8541666666666667
804,0.8541666666666667
805,0.8125
806,0.8333333333333334
807,0.75
808,0.6666666666666667
809,0.625
810,0.6666666666666667
811,0.8333333333333334
812,0.9166666666666667
813,0.9166666666666667
814,0.75
815,0.75
816,0.75
817,0.75
818,0.75
819,0.75
820,0.6458333333333334
821,0.5833333333333334
822,0.5833333333333334
823,0.75
824,0.75
825,0.75
826,0.7083333333333334
827,0.7083333333333334
828,0.5
829,0.5208333333333334
830,0.5
831,0.4791666666666667
832,0.45833333333333337
833,0.4166666666666667
834,0.45833333333333337
835,0.6666666666666667
836,0.7291666666666667
837,0.7291666666666667
838,0.7291666666666667
839,0.7291666666666667
840,0.5833333333333334
841,0.5416666666666667
842,0.5416666666666667
843,0.5416666666666667
844,0.5208333333333334
845,0.5
846,0.5
847,0.8125
848,0.8125
849,0.8125
850,0.8541666666666667
851,0.8958333333333334
852,0.8958333333333334
853,0.8750000000000001
854,0.8750000000000001
855,0.8333333333333334
856,0.8333333333333334
857,0.8541666666666667
858,0.9166666666666667
859,0.8750000000000001
860,0.8750000000000001
861,0.75
862,0.75
863,0.75
864,0.75
865,0.75
866,0.75
867,0.75
868,0.7083333333333334
869,0.7916666666666667
870,0.8541666666666667
871,1.0
872,1.0
873,1.0
874,0.8333333333333334
875,0.8333333333333334
876,0.8333333333333334
877,0.7916666666666667
878,0.8125
879,0.8333333333333334
880,0.8125
881,0.75
882,0.7916666666666667
883,0.8750000000000001
884,0.8333333333333334
885,0.8333333333333334
886,0.8333333333333334
887,0.8333333333333334
888,0.8333333333333334
889,0.8333333333333334
890,0.8333333333333334
891,0.8333333333333334
892,0.8333333333333334
893,0.7916666666666667
894,0.8333333333333334
895,0.8333333333333334
896,0.8333333333333334
897,0.8333333333333334
898,0.8333333333333334
899,0.8958333333333334
900,0.8958333333333334
901,0.9166666666666667
902,0.9166666666666667
903,0.9166666666666667
904,0.9166666666666667
905,0.9166666666666667
906,0.9166666666666667
907,0.9166666666666667
908,0.9166666666666667
909,0.8958333333333334
910,0.8958333333333334
911,0.8958333333333334
912,0.8958333333333334
913,0.8541666666666667
914,0.8541666666666667
915,0.8541666666666667
916,0.8541666666666667
917,0.8541666666666667
918,0.8541666666666667
919,0.8541666666666667
920,0.8333333333333334
921,0.8333333333333334
922,0.8333333333333334
923,0.8333333333333334
924,0.8333333333333334
925,0.8333333333333334
926,0.8333333333333334
927,0.8333333333333334
928,0.8333333333333334
929,0.8333333333333334
930,0.8750000000000001
931,0.8750000000000001
932,0.625
933,0.625
934,0.625
935,0.625
936,0.625
937,0.625
938,0.7083333333333334
939,0.75
940,0.75
941,0.75
942,0.75
943,0.75
944,0.75
945,0.75
946,0.75
947,0.6666666666666667
948,0.5625
949,0.5833333333333334
950,0.5833333333333334
951,0.5833333333333334
952,0.5833333333333334
953,0.5833333333333334
954,0.75
955,0.75
956,0.75
957,0.75
958,0.5833333333333334
959,0.5416666666666667
960,0.5416666666666667
961,0.5416666666666667
962,0.5416666666666667
963,0.5416666666666667
964,0.5416666666666667
965,0.5416666666666667
966,0.5416666666666667
967,0.5416666666666667
968,0.5416666666666667
969,0.5416666666666667
970,0.5625
971,0.6041666666666667
972,0.6041666666666667
973,0.6041666666666667
974,0.6041666666666667
975,0.6041666666666667
976,0.6041666666666667
977,0.6041666666666667
978,0.7916666666666667
979,0.7916666666666667
980,0.7916666666666667
981,0.6458333333333334
982,0.6458333333333334
983,0.6458333333333334
984,0.6458333333333334
985,0.6458333333333334
986,0.6458333333333334
987,0.6458333333333334
988,0.6458333333333334
989,0.6458333333333334
990,0.6458333333333334
991,0.6458333333333334
992,0.6875
993,0.6875
994,0.6875
995,0.6875
996,0.6875
997,0.625
998,0.625
999,0.625
1000,0.625
1001,0.625
1002,0.625
1003,0.6458333333333334
1004,0.6458333333333334
1005,0.6458333333333334
1006,0.5625
1007,0.5625
1008,0.5625
1009,0.5833333333333334
1010,0.625
1011,0.6666666666666667
1012,0.6458333333333334
1013,0.6666666666666667
1014,0.6666666666666667
1015,0.7916666666666667
1016,0.7916666666666667
1017,0.7916666666666667
1018,0.7083333333333334
1019,0.625
1020,0.625
1021,0.625
1022,0.625
1023,0.625
1024,0.625
1025,0.625
1026,0.75
1027,0.75
1028,0.75
1029,0.7083333333333334
1030,0.7083333333333334
1031,0.7083333333333334
1032,0.7083333333333334
1033,0.7083333333333334
1034,0.7083333333333334
1035,0.7083333333333334
1036,0.625
1037,0.6666666666666667
1038,0.6666666666666667
1039,0.6666666666666667
1040,0.6666666666666667
1041,0.6666666666666667
1042,0.6666666666666667
1043,0.6041666666666667
1044,0.6041666666666667
1045,0.6041666666666667
1046,0.6041666666666667
1047,0.6041666666666667
1048,0.6041666666666667
1049,0.6041666666666667
1050,0.625
1051,0.625
1052,0.6666666666666667
1053,0.6666666666666667
1054,0.5833333333333334
1055,0.45833333333333337
1056,0.3541666666666667
1057,0.33333333333333337
1058,0.33333333333333337
1059,0.33333333333333337
1060,0.5833333333333334
1061,0.5833333333333334
1062,0.6458333333333334
1063,0.7083333333333334
1064,0.7083333333333334
1065,0.7083333333333334
1066,0.5
1067,0.5
1068,0.5
1069,0.4791666666666667
1070,0.43750000000000006
1071,0.43750000000000006
1072,0.43750000000000006
1073,0.43750000000000006
1074,0.7291666666666667
1075,0.7291666666666667
1076,0.7291666666666667
1077,0.5833333333333334
1078,0.2916666666666667
1079,0.2916666666666667
1080,0.2916666666666667
1081,0.43750000000000006
1082,0.5
1083,0.5
1084,0.4791666666666667
1085,0.4791666666666667
1086,0.4791666666666667
1087,0.7291666666666667
1088,0.7291666666666667
1089,0.7291666666666667
1090,0.7083333333333334
1091,0.7083333333333334
1092,0.33333333333333337
1093,0.43750000000000006
1094,0.43750000000000006
1095,0.43750000000000006
1096,0.4791666666666667
1097,0.4791666666666667
1098,0.4791666666666667
1099,0.4791666666666667
1100,0.4791666666666667
1101,0.1875
1102,0.1875
1103,0.16666666666666669
1104,0.16666666666666669
1105,0.375
1106,0.43750000000000006
1107,0.5208333333333334
1108,0.5208333333333334
1109,0.5208333333333334
1110,0.5208333333333334
1111,0.6666666666666667
1112,0.6666666666666667
1113,0.6666666666666667
1114,0.6666666666666667
1115,0.6666666666666667
1116,0.6666666666666667
1117,0.43750000000000006
1118,0.45833333333333337
1119,0.45833333333333337
1120,0.45833333333333337
1121,0.45833333333333337
1122,0.6875
1123,0.75
1124,0.7291666666666667
1125,0.4166666666666667
1126,0.43750000000000006
1127,0.5
1128,0.3541666666666667
1129,0.3541666666666667
1130,0.3541666666666667
1131,0.43750000000000006
1132,0.43750000000000006
1133,0.43750000000000006
1134,0.43750000000000006
1135,0.625
1136,0.625
1137,0.625
1138,0.43750000000000006
1139,0.43750000000000006
1140,0.43750000000000006
1141,0.4166666666666667
1142,0.4166666666666667
1143,0.4166666666666667
1144,0.4166666666666667
1145,0.4166666666666667
1146,0.6458333333333334
1147,0.6458333333333334
1148,0.6458333333333334
1149,0.4166666666666667
1150,0.4166666666666667
1151,0.4791666666666667
1152,0.625
1153,0.5833333333333334
1154,0.5833333333333334
1155,0.5625
1156,0.5625
1157,0.5625
1158,0.5625
1159,0.5625
1160,0.5625
1161,0.5625
1162,0.5625
1163,0.4166666666666667
1164,0.4166666666666667
1165,0.43750000000000006
1166,0.43750000000000006
1167,0.43750000000000006
1168,0.43750000000000006
1169,0.43750000000000006
1170,0.6458333333333334
1171,0.6458333333333334
1172,0.6458333333333334
1173,0.5
1174,0.5
1175,0.5
1176,0.5
1177,0.5
1178,0.5208333333333334
1179,0.5208333333333334
1180,0.5208333333333334
1181,0.5208333333333334
1182,0.5208333333333334
1183,0.625
1184,0.625
1185,0.625
1186,0.5
1187,0.5
1188,0.5
1189,0.5
1190,0.5
1191,0.5
1192,0.5
1193,0.6666666666666667
1194,0.75
1195,0.75
1196,0.75
1197,0.6875
1198,0.5416666666666667
1199,0.5
1200,0.5416666666666667
1201,0.5833333333333334
1202,0.6041666666666667
1203,0.5
1204,0.5208333333333334
1205,0.5
1206,0.5208333333333334
1207,0.5416666666666667
1208,0.5
1209,0.5208333333333334
1210,0.5
1211,0.5208333333333334
1212,0.5
1213,0.5
1214,0.5
1215,0.5
1216,0.5208333333333334
1217,0.5208333333333334
1218,0.6666666666666667
1219,0.6666666666666667
1220,0.6666666666666667
1221,0.625
1222,0.5416666666666667
1223,0.5416666666666667
1224,0.5416666666666667
1225,0.4166666666666667
1226,0.375
1227,0.375
1228,0.375
1229,0.375
1230,0.375
1231,0.4166666666666667
1232,0.4166666666666667
1233,0.7083333333333334
1234,0.7708333333333334
1235,0.7708333333333334
1236,0.7708333333333334
1237,0.7708333333333334
1238,0.7708333333333334
1239,0.7708333333333334
1240,0.7708333333333334
1241,0.7708333333333334
1242,0.7708333333333334
1243,0.7708333333333334
1244,0.6875
1245,0.6875
1246,0.625
1247,0.625
1248,0.625
1249,0.5833333333333334
1250,0.5833333333333334
1251,0.5833333333333334
1252,0.625
1253,0.7083333333333334
1254,0.8333333333333334
1255,0.9166666666666667
1256,0.9166666666666667
1257,0.9166666666666667
1258,0.8333333333333334
1259,0.75
1260,0.75
1261,0.7708333333333334
1262,0.8333333333333334
1263,0.8333333333333334
1264,0.8333333333333334
1265,0.8333333333333334
1266,0.8333333333333334
1267,0.8750000000000001
1268,0.9166666666666667
1269,0.8750000000000001
1270,0.8750000000000001
1271,0.8750000000000001
1272,0.8750000000000001
1273,0.7083333333333334
1274,0.5833333333333334
1275,0.5833333333333334
1276,0.5833333333333334
1277,0.5833333333333334
1278,0.5833333333333334
1279,0.75
1280,0.75
1281,0.625
1282,0.5416666666666667
1283,0.5416666666666667
1284,0.5
1285,0.5
1286,0.5
1287,0.5
1288,0.5
1289,0.5
1290,0.5
1291,0.5
1292,0.5
1293,0.5
1294,0.5833333333333334
1295,0.625
1296,0.5833333333333334
1297,0.5
1298,0.4166666666666667
1299,0.4166666666666667
1300,0.5
1301,0.5
1302,0.5625
1303,0.5833333333333334
1304,0.5833333333333334
1305,0.5833333333333334
1306,0.5833333333333334
1307,0.5833333333333334
1308,0.5833333333333334
1309,0.5833333333333334
1310,0.4791666666666667
1311,0.4791666666666667
1312,0.43750000000000006
1313,0.43750000000000006
1314,0.43750000000000006
1315,0.43750000000000006
1316,0.43750000000000006
1317,0.43750000000000006
1318,0.45833333333333337
1319,0.5
1320,0.5
1321,0.45833333333333337
1322,0.45833333333333337
1323,0.4166666666666667
1324,0.4166666666666667
1325,0.4166666666666667
1326,0.4166666666666667
1327,0.4166666666666667
1328,0.4791666666666667
1329,0.4791666666666667
1330,0.4791666666666667
1331,0.4791666666666667
1332,0.4791666666666667
1333,0.4791666666666667
1334,0.4791666666666667
1335,0.4791666666666667
1336,0.4791666666666667
1337,0.4791666666666667
1338,0.4791666666666667
1339,0.4791666666666667
1340,0.4791666666666667
1341,0.4791666666666667
1342,0.4791666666666667
1343,0.4791666666666667
1344,0.4791666666666667
1345,0.4791666666666667
1346,0.4791666666666667
1347,0.4166666666666667
1348,0.4166666666666667
1349,0.4166666666666667
1350,0.4166666666666667
1351,0.625
1352,0.625
1353,0.625
1354,0.5
1355,0.45833333333333337
1356,0.5833333333333334
1357,0.5833333333333334
1358,0.5833333333333334
1359,0.5833333333333334
1360,0.5833333333333334
1361,0.5833333333333334
1362,0.625
1363,0.6666666666666667
1364,0.6666666666666667
1365,0.6666666666666667
1366,0.45833333333333337
1367,0.45833333333333337
1368,0.4166666666666667
1369,0.4166666666666667
1370,0.4166666666666667
1371,0.4166666666666667
1372,0.4166666666666667
1373,0.375
